mode,contractAnchorDate,marketGroup,area,commodity,pricing,product,maturityType,delivery,requestedTradeDate,windowStartDate,windowEndDate,tradeDate,status,settlementPrice,volume,grossOpenInterest,shortCode,maturity,assumedCode,httpStatus,errorMessage
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-23,ok,114.35,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-20,ok,114.95,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-19,ok,114.3,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-18,ok,111.0,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-17,ok,109.0,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-16,ok,109.0,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-13,ok,108.35,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-12,ok,106.35,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-11,ok,105.65,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-10,ok,105.6,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-09,ok,106.65,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-06,ok,107.45,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-05,ok,105.05,,,ICE_API2,202712,False,200,
